Mean pos	Mean neg	Runners World forum text
2	2	Yeah just looked at 2005 results, maybe I should hope for number 23 in 23rd place? Might be more realistic! Took a quick look at 2004 results, field was a bit slower that year so top 10 might have been achievable!! Not sure what the weather was like that year though?!
1	2	Wilde Rover, you wont get anything until March when you get the next magazine, I assume just like everyne else. When I ran for a charity I got the app form and youre in magazine from them and then anything else came from FLM but as I say not till sometime in March.
3	2	Rossendale eh? Know it well, did the Rossendale half a couple of years ago, tough but excellent run, started and finished at Marl pit athletic track. We had sun, rain and hail that day.
4	2	Helloooooooo! Sorry for the long absence. It's been a pretty rough few weeks. Nevermind, it's all back to normal in Delia world now so I'm back and not going to be writing the dreary things I would have otherwise!! I'm so glad to hear that you're all doing so well. I can't wait to hear all of the race reports after the big day! I was talking to someone at work today about my FLM experience last year and now I'm horrendously jealous of you all for being the lucky ones doing it this year!! Nevermind, I'll just have to get my PB at Stratford (aka Hippo's B'day mara!)in May instead! PS I totally agree that Mr Beckham was looking scrumptious on Wednesday evening....oh how I love him!! ;o)
4	2	Rowan - great time today, Hogmonster you too mate - must have ran a similar course to me. Gazza brilliant - I am in awe of you all. I am obviously on the wrong theread if I can only manage 3:54 for 20 so I will not bother you again and slip off to the sub 4 thread. But I will not give up and this race will not beat me. I will be back. Thanks for the encouragement and good luck all
4	1	Morning,. How are you? It went really well! Weather was good,the support from the crowd was amazing for a half marathon. I ran 1:54 by my watch, so was quite pleased considering the fisrt 5 miles are all up hill!! On the whole felt good and was glad I entered, broke up the training, was a nice change and with the hills you could class it as a long training run I suppose. . How was your weekend, birthday celebrations go well? Training going well for both of you?
1	1	Bagels. And more bagels.
3	1	London is like no other Marathon, beleive me, you wont need any music to keep you going......
3	2	Thanks mate . Tough night tonight I am watching a tape of carry on camping its so funny updating club records and drinking my Ovaltine . And catching all the running news . . Nice session easy 7 tommorrow . I am a Charlton Athletic supporter and pround of it , apart from the painfull end of season usual fall apart .
3	2	Hello guys and gals . I have a straight back now but must rest for two more days as a pulled a back ligament had caused the problem in the first place . Light 2 or 3 miles saturday then easy 20 at the stroke run on sunday I hope . Still 5 days of rest might help re charge the batteries for chasing T&T Man at Paddock Wood in a weeks time ??? Thanks for the support everyone
3	2	Thanks Fenn. Decided to put something in there that was more inspiring for me! I sprinted for the last 300 yards or so on Sunday. In my head I had a big grin on my face but it doesn't look like it from the photo. My son said that if I had that much left in me by the end I should have run at a faster pace throughout the race. He admitted that he might be wrong when I had stopped punching him.
3	2	Always Aching. We seem to be in the same boat. I was after 3:30 but also will be v. happy to get 3:40 and a new PB. But this bl**dy cold better hurry up and shift. Also got a new pair of shoes to wear in (Mizuno Elixir..nice). Great running everybody not long to go before the taper
3	2	Aber, that's some kind of cross training you've got going there, not sure my legs would take kindly to any high or long jumping. BFB & Rob, good luck with the long runs, nice and steady does it and leave some good recovery days in the schedule afterwards. SB, sorry to hear you've been ill, maybe a sensible decision to lower your horizons, hopefully you can enjoy the race with less pressure and still get that big new PB. NL, I've been doing all my mid to long runs in some Nimbus that Mrs H bought me for Christmas and I thought they were really heavy to start with, my marathon shoes will be Mizuno Precisions, mostly phsycological I know but they feel much 'faster'!! Last 'big' speed session yesterday 8 x 800m fast off 90 secs jog recoveries, averaged 3:03 per rep, with a couple of warm up/warm down miles total just over 7 miles. Last medium long midweek tonight 12 or 13. Keep well now everyone.
1	2	>>fabric softener. ? I was told once to avoid using much conditioner (is that the same?) with technical kit, because it reduces the wicking effect. Could be wrong tho'.
4	1	Ox - excellent, well done. How do you know what colour start point we will be in on the 23rd ? Is it to do with your expected completion time, your run number or some other method ?
1	1	You can take the DLR Greenwich to Mudchute , (in the direction to BANK), the supporters stand almost within sight of the exit. You can plan your trips (or check on travel conditions) within the London Transport system on
2	3	Gazza that's SICK!
4	1	BB - thanks for all the fabulous organisation. . I am intrigued - your vest in your photo...is that from 'Tough Guy' ?
3	1	Hi Sweetest, enjoy your run later. I went out yesterday, so might go tomorrow for a little one then 6 planned for Sunday.
2	2	mark1!! noone asked me the lap dancing question!!
1	2	Sanps - Hippo will copy and paste. don't want the RFG guys to think I'm bullying them.
2	2	Me? Only lurk (and occasionally post!) here or Scottish Runners. Or threads to do with iPods!
2	2	NJ - Why is the Green Start, much sought after? - Tell me its a millionth of a second quicker? . A clutching at straws OuchOuch. Looks like we will be running with a world champion in our midst on Sunday, in last nights Evening Standard, James Cracknell looks like he's very much focused on sub 3. Pass me a bagel - good eating everyone.
3	2	Hi all,. Best of luck. I am getting so paranoid, someone nearly hit my car today, and I slipped over - what a nightmare! Am really excited. Picking my number up on Sat afternoon - bad time I know. Tinkerbelle, I am staying at Novotel Waterloo as well on Sat and Sun with hubby (isn't running) and two friends (who are running) and their hubbies(who aren't).
3	2	love that idea DN - let's do it. Can't do 7 June though - sorry OO.
2	2	james now LOOK here. you have just done a bloomin mara. cut yourself some slack. baldy--you need a flat one darlin. and not crowded. Abingdon???????
2	1	How good to have a surprise hol Jane. Hope you had a lovely time. PH Hope Birthday was good. Sorry it's belated, but I seem to have missed it earlier. Cinders - I think I will take your advice. I'll pop into Dusseldorf at the weekend and see if I can pick one up. Good on you Roobarb with the disgracing - has to be done every now and then! Hope everyone else is well. I'm having a good day today and learning lots. Also just been told that I won't be needing to pay for my lunches anymore as I will be getting them free from now on - hurray! They have a fantastic canteen here with things like steak (cooked to perfection), duck breast, stir frys, Salad, all to a really good quality so I'm not needing to do much cooking myself as I'm having a really good feed up at midday. And now it's free! Anyway must go - I have to write up all the things I learnt this morning before I forget them and can no longer ready my handwritting!
