mean pos	mean neg	YouTube Text
4	1	Part 2 of 9 - After watching it - reconciliation of Lebanese people is a true democracy. Nadin, best ever film directed for the west and east and of course for the whole world. . Truly a great film. I loved it and liked it. Excellent piece of work.
1	4	@yakamuci and your a fag
1	2	so when mr kraft said his ex wife was behind it he knew she was a witch?
3	1	love the tune from 4:15 to 5:40
3	1	I find this very captivating, awe inspiring. A very impressive interpretation of the song and it's meaning, where the hell was my animation class in middle or high school? Damn.. I would have loved to have a chance to take that.
4	1	cool vid!!!!! i guess the guy that cut away had his reserve repact due the next day!!!!!!
3	2	i love when the media spends weeks talking about how they shouldn't be talking about something.
1	1	@HuskyRusky 
5	1	omg thats just ....wow i cant even describe how amazing that was BEAUTIFUL AWSOMNESS!!!
1	1	@daboss777888 this was 2004
3	3	if the "gold medal" is living your life under ground,then f**k it,il take me chances on land!!!
2	2	What would happen if Weegee fought against Light from Deathnote in Mugen? Who would win?
2	3	Sad thing about the Maxima is that it SUCKS unless it's loaded up with features. what sucks about it is the way it feels and handles and the S model's suspension is WAY too soft and bouncy. the gas pedal allows no modulation, and the car isn't the easiest feeling to drive. I'm talking about the base model S only, the loaded up ones with sport suspension are awesome though.
1	2	lol how she gonna have makeup on coming out the water
2	2	have these comments become a random circle of randomness?. good moc kid. good to see a mocer near my age.
1	1	wher do u order your kits from
2	1	yes you get it.welcome to my website rotarycuttertools cOm get more info.
2	2	I've enjoyed Chrysler ever since I rode in my great aunt's 1971 Imperial
1	2	Huffdaddy72801- you are offering false, misleading teachings on christianity. Your so-called 'bilblical unitarianism' doesn't exist anywhere in the bible as anyone who reads and studies the Bible knows quite clearly
2	2	@Nightshade715 Yea, the hardest are the 'follow' or 'stalk' quests... but you get used to it. :P
2	3	what does that even mean???? lots of big words that sound clever and mean nothing. The only thing that made any sense was that we are all connected. But anybody with eyes could see that.
2	1	how did you put the mountains and continuous sky there
4	1	Best best ;-)
1	1	Todavia esta vivo el Sicodelico!
4	2	I cry every time I hear this song so beautiful and it brings back so many memories......Damn you M.C. my one true love at the time.
3	3	wow. so many Chinese Cambodian in Australia:)! I think I should moved over there! I hate the U.S. now!
4	1	Thanks i love your comment tooooooooooo sk80nzero
1	5	She is an idiot!!!
3	2	Your friend is quite the character, not the best photographer though! I couldn't get a good look at the spider. You're a brave man, I must say :)
4	1	that was really cool!! :D
1	3	whoever sang the chorus killed it
1	3	someone kill me if this thing actually comes to life in the real world.. just shoot me
3	1	hes got to be the best pirate i ever seen "so it would seam"
3	2	still amazing no matter how many times i watch it. i can pray for book two book but i highly doubt it will ever come out :(
1	2	Not for me this one!
4	1	Glory to God! Thanks so much for uploading this beautiful video. It helps me prepare for church every sunday!
2	2	@westcountry1 You're right, they probably wouldn't but the lyrics just make me think that (:
2	1	I used to prefer the other version but this one is a little more laid back and his voice sounds fantastic
2	2	45 people had such a big ear orgasam they missed the like botton
3	2	Those are by far the beefiest mutton chops I've seen in a while, the only other person to grow that kinda weed-age was a rude-boy in hollywood who looked like a muppet with dirty denim and smelled like axe and BO.....HOWEVER Joel is by far much cooler & cleaner
3	1	MASSIVE! BIG UP THIS DUB LARGE AND HEAVY
2	2	LOL - he was so busy hunting down your skirmishers he forgot about his left flank.
3	1	this is wonderful it reminds me of gong x
1	1	She saw the teeth mark on her.
2	2	LOL.... not 400.. more lik 150 with a whole different mindset.. if i sounded like a dick a I didnt mean it. im just hella jealous that these people can play sc2 and i have to wait till its realesed.. its not wrong to want to see an epic match right?
2	2	@andy55055 You missed the point here in a very dramatic way. I believe in Creation because I know God. And yes, there are only 2 ways "this" all happened. #1, God spoke it into existence with order and purpose, or #2 it all just began on its own without
1	3	has she aged naturally!!!!!!!!
1	1	ese jaripeo es como en mi rancho que la gente anda vendiendo los garbansos y las papitas chindonas las fiestas como estrano ami ranchito querido
2	1	This is about WP, or White Plains in New York I live there and my math teacher used to go to bars with him and 2 years ago when he was still known as Matt Miller he came to my 8th Grade math class and beatboxed. It was pretty sick.
2	2	Lol at how they watching him get beat up
3	1	Yukimura sings the best!!
3	2	or you could just listen to all of them :D that always works too :P
2	2	Binghamton 4th of July Weekend - Blue Angels :DHoping to get to Rochester this year, but it's less of an incentive when neither the Thunderbirds or the Blue Angels are headlining... :\
2	1	whoa
2	2	everyone is so mean to frisco...give him a break
2	1	Me and my friend thought our mom's put ecstacy in our drinks when we saw this o.oSo trippy maaaaan
2	2	I'm going to boot up my laptop and take shit while watching this. It's like eating Mcdonalds while watching a Mcdonalds commercial. So satisfying.
3	2	great cover, except a couple small things. First, congrats on having a good enough ear to down tune yer bass a half step. On the bad side though, listen to the stops. The last note in the main riff is either stopped short, not sustained, OR it slides up to the octive D# (E on a standard tuning). Other than that minor thing good job woohoooooooooooooo
3	1	really nice! like an impromtu rot hod!
2	2	Sad that hes no longer with fsn so i just turn on my tv at home turn it all the way down and put the radio on The X just to listen to lange!
3	1	OMJ!!post soon!
3	2	so.damn.INTENSE
2	2	I don't even have to watch this video to write this. That's one I watch often but won't subscribe to. I generally watch every sub vid as they come. I have to be in the right mood to watch the meltdown. When in the mood I search Bethzilla and watch as much as I can take or until caught up.Nice imitation on the intro.
3	1	Can you do one of that toyota tundra you had in the background? I've got one and would love to hear your review of it. Thanks
1	2	ehh..he means modd them!like PIMPIN them!u get it?
5	1	Great Aikido, great music, great energy! Thanks for posting! 5 stars!
3	2	that shit would be cool to work for rockford fosgate
1	1	wait so is this Miam Or Niley
3	1	Jacq: you were wonderful! and what an honor: congratulations, Molly
2	1	LOL hi there!! XD 0:27
1	1	what day of this month does england play montenegro?
2	4	It sounds to me that Hitler has been reincarnated in the form of Lord Ahmed. Let us all rally to get riid of him before he helps the Muslims to take over this country. Although I admit there are some good muslims amongst these evil people who live under the cover of religion so they can get away with Murder.
3	1	I love this music ... This song was pre loaded on my laptop when I purchased it . Every time I play it I get teased...lol, it goes well w/ your slide show
2	2	2030 now?! well done obama well done.
2	2	The explosion must have been season 2 of 24. Poor George Mason.
1	3	actually this ad hurts homosexuals because it makes homosexuality seem like a choice.
2	4	Woah, slow your role cuz. I aint makin shit up. Im Ahmose the Liberator. The Corruption Killer. I bring nothin but the truth. My main goal is to stop all lies, lies = corruption. You don't know my life, but if you would take my word then you would know my life. Please fall back with that "jockin" shit. It is what it is, jockin or not this shit has to happen. I dont know why you mad at me when im helpin yall niggas out. Im stoppin that mainstream bullshit.
2	1	thanks dudee my first attempt :)
4	3	How the hell do you have only 500 subscribers. This is one of the best series of videos i've ever seen. You're fucking rad sweettea, way better than shitty Brookers, how the hell did she make it up there?
3	1	Mahalo! I will keep doing it as long as I can.
1	3	@Questfortruth86 You're not telling us anything we haven't already heard countless times. Sorry to disappoint you.
4	1	SWEET!
1	1	part 1
1	4	go clown yourself!
1	3	he handled the fire not working thing good,"That was it, is that a joke?"
3	1	@DJW1704 The new hat system for counter strike is going to be epic.
4	2	THANK YOU SOOOO FREAKING MUCH!!!
1	1	I recognize Mitch Weissman as Paul, but hopw could I find out who played George & Ringo???
4	2	Holy Crap!!!! This is the most amazing thing I've heard and read in a long time...
