content	NCRsurprise	SSPOL	OPW	BLNW	ONW	BLPW	NCRanticipation	APO	NRCHASHNEG	S140LEXPOS	ANE	SWP	NCRjoy	SWN	s140	NCRsadness	NCRnegative	NCRpositive	SSN	S140LEXNEG	label	NCRdisgust	NCRanger	NRCHASHPOS	NCRtrust	NCRfear	SSP	SNpos	SNneg	SNpleas	SNatten	SNsensi	SNapt
Honesty is often best policy: Fabio Capello\u002c Russia coach: \I was hoping Ronaldo\u2019s injury was more serious so he couldn\u2019t play tomorrow.\	0	negative	2	1	2	2	1	5	-4.699000000000001	6.058000000000001	-2	0.5085452794453431	0	-0.4375	neutral	1	1	1	-2	-3.714	negative	0	1	2.342	3	1	2	0.874	-0.752	-0.026	-0.384	-1.228	0.303
Bestie we gotta go see \flight\ with Denzel Washington\u002c comes out Friday. Seems so good @Bsociallyactive	1	positive	1	0	0	1	1	3	-0.48200000000000004	4.055000000000001	0	0.7106350660469616	1	-0.002384185791015625	positive	0	0	1	-1	-1.4649999999999999	positive	0	0	3.4289999999999994	1	0	2	1.109	0	0.975	1.25	-0.084	1.186
I don\u2019t know what y\u2019all will be doing on November 1\u002c but I\u2019ll be in a Google+ Hangout with Jordy Nelson!! #squeeeeee	0	positive	1	0	0	0	0	0	-1.9500000000000002	3.1289999999999996	0	0.11627197265625	0	-0.15625	neutral	0	0	0	-1	-1.187	neutral	0	0	3.575	0	0	2	0.479	-0.07	0.041	0.639	-0.333	0.799
Dinner in Athens with my friend\u002c @stevebeuerlein. Preparing for our game on @SEConCBS this Saturday. #OleMiss #Georgia http://t.co/4QqWxtnd	0	neutral	0	0	1	0	0	0	-0.633	1.66	0	0.03125	0	-5.79833984375E-4	positive	0	0	1	-1	-1.8929999999999998	neutral	0	0	4.407	0	0	1	0.347	0	0.055	0.3	-0.084	0.615
@Yvette_Elena :) Most def\u002c i think when you come tomorrow the boys will be here.	0	neutral	1	0	0	0	1	0	-1.67	1.699	0	0.011542320251464844	0	-0.0625	neutral	0	0	0	-1	-0.931	positive	0	0	0.9150000000000001	0	0	1	0.436	0	-0.15	0.802	-0.222	0.879
This is Austin Rivers 1st game and people sucking him he a rookie chill !	0	positive	0	1	2	0	0	0	-4.477	2.1830000000000003	0	0.0	0	-0.451751708984375	neutral	0	0	0	-1	-2.0500000000000003	negative	0	0	2.314	0	0	2	0.52	0	0.287	0.852	-0.337	0.603
@goatmilkstuff Hello. May I ask how did you get on set of Castle?	0	neutral	0	0	0	0	0	0	-2.2339999999999995	3.7430000000000003	0	0.046939850770286284	0	-0.07028196465426362	positive	0	0	0	-1	-0.618	neutral	0	0	2.425	0	0	1	0.47	0	-0.038	-0.013	-0.289	0.96
Throwback Thursday! Daddy and Joe Pa! RIP to\u002c in my eyes\u002c still the most winningest coach in college footbal http://t.co/VhJcXZOR	0	positive	0	1	0	0	0	0	-2.156	2.012	0	0.25	0	-0.08746147155761719	negative	0	0	0	-1	-4.899	positive	0	0	4.049	1	0	2	0.795	-0.149	0.513	1.202	-0.514	0.73
@HockeyyInsiderr \ @OilersNow: Gagner\u2019s agent says talks continue\u002c will have hearing on Friday if no deal\ MSM just proved you\u2019re #clueless!	1	positive	3	1	0	0	1	0	-13.631999999999998	6.380000000000001	-3	0.223388671875	1	-0.6517972946166992	neutral	0	1	1	-1	-1.466	negative	0	0	1.3929999999999998	1	1	2	0.371	0	0.06	0.663	-0.318	0.707
Im enjoying Celebrity Juice instead of sleep\u002c going to be fooked tomorrow though	1	positive	1	0	0	1	3	2	-0.49099999999999994	1.696	0	0.2501220703125	2	-0.21875	neutral	0	1	2	-1	-6.545	positive	1	1	4.846	2	0	3	0.668	0	0.15	0.491	-0.302	1.663
The Woman In Black - the legendary ghost thriller\u002c touring to Dubai and Abu Dhabi in November & December. More... http://t.co/2uz56zci	0	positive	1	0	1	1	0	0	-0.26699999999999996	2.544	-1	0.0	0	-0.5471258759498596	neutral	1	1	1	-1	-0.623	positive	0	0	6.836	0	1	4	0.785	-0.029	0.927	0.287	-0.173	1.228
Can it please be Wednesday and POTUS has been re elected. Then we can move this country #Forward!	0	positive	1	0	0	0	0	1	-5.003	3.914	0	0.1292715072631836	0	0.0	neutral	0	0	1	-1	-1.439	neutral	0	0	2.249	0	0	2	0.506	0	0.341	0.731	-0.599	1.044
Jacksonville really sound like the move tomorrow	0	positive	2	0	0	1	1	2	-1.557	0.155	0	0.5749502182006836	0	-0.031396254897117615	neutral	0	0	0	-1	-1.25	neutral	0	0	1.286	0	0	2	0.476	0	0.072	0.681	-0.239	0.913
#ASimpleLife opens tomorrow at Lee\u2019s 4-Star in San Fran - Roger Ebert called it \one of the year\u2019s best films\ http://t.co/q0Cz0lz6	0	positive	1	0	0	1	1	3	-0.389	4.66	0	0.13671875	0	-0.03125	neutral	0	0	0	-1	-0.8830000000000001	neutral	0	0	5.462999999999999	0	0	2	0.223	0	0.135	0.225	-0.124	0.432
@JessieWagnon @tcswagg NOOOOOOOOO!!!!!! Maybe you can just look over it right before the test tomorrow and do that first	0	positive	2	0	0	1	1	0	-1.992	4.512	0	0.4092292785644531	0	-0.17799692976041115	neutral	0	0	0	-1	-1.2189999999999999	negative	0	0	3.7350000000000003	0	0	2	1.62	-0.351	1.887	1.923	0.623	1.252
#hcafc loan keeper Ben Amos named in the England under-21s side to face Azerbaijan next Thursday and Norway on Sept 10.	0	neutral	0	0	0	0	0	0	-6.492	4.096	0	0.15625	0	-0.036258697509765625	neutral	0	0	0	-1	-2.157	neutral	0	0	5.448000000000001	0	0	1	0.646	0	0.09	1.063	-0.192	0.995
norv turner calls a play action pass on 1st & goal at the half-yard line\u002c rivers throws a pick. #chargers	0	neutral	0	0	0	0	1	0	-1.863	3.1560000000000006	0	0.17602571305263837	0	-0.2211151123046875	neutral	0	1	2	-1	-0.546	neutral	0	0	2.8229999999999995	1	0	1	0.758	0	0.762	0.329	-0.12	1.302
Celebrity Juice. Best thing on about a Thursday	1	positive	2	0	0	1	1	3	-0.615	1.4739999999999998	0	0.419921875	1	-0.0947265625	neutral	0	1	1	-1	-0.175	positive	1	1	2.596	1	0	2	0.898	0	0.226	0.717	-0.282	2.033
@SteveRattner @JoeNBC @morningmika My friends and I are betting Joe wets his pants when he sees the whopping Mittens will get Nov 6	0	neutral	2	0	0	0	0	0	-14.682000000000004	2.189	0	0.14264297577028628	0	-0.15625	neutral	0	0	0	-1	-3.18	neutral	0	0	1.8159999999999998	0	0	1	1.475	-0.057	0.919	0.949	-0.476	2.071
@ahmedthalib waheed proposed mdp to join the  gov prior CoNI\u2019s verdict. 7 feb controversial power transfer refrained mdp joining the govt.	0	neutral	0	1	1	0	0	1	-4.818	2.94	-3	0.523193359375	0	0.0	neutral	0	1	1	-1	-2.871	negative	0	1	3.4490000000000003	0	1	1	0.346	0	0.02	0.615	-0.4	0.803
Me and @hayleyrose booked in to see A Good Day To Die Hard on February 14 2013 (Valentine\u2019s day).	1	positive	1	2	1	1	1	3	-1.098	1.715	-4	0.86810571141541	1	-0.5196874737739563	neutral	1	1	1	-1	-2.03	neutral	0	0	5.022	1	1	2	1.032	-0.185	0.694	0.966	-0.214	1.171
\@AmianaTyransky: Frankie: I think I\u2019m gonna have a date with my bed tomorrow Me: same.\ That\u2019s my boy	0	neutral	0	0	0	0	1	0	-1.93	3.0599999999999996	0	0.0548095703125	0	-0.2550687789916992	neutral	0	1	0	-1	-2.268	positive	1	0	3.313	0	0	1	0.331	-0.031	0.03	0.604	-0.334	0.6
Pray for Mohamed Morsi the new President of Egypt that he may continue to be a leader for freedom and peace.  http://t.co/f0LKm17i	1	neutral	2	0	0	2	3	5	-2.086	3.2449999999999997	0	0.177490234375	3	-0.0625	neutral	0	0	6	-1	-0.909	positive	0	0	3.9509999999999996	6	1	1	1.853	0	1.114	2.232	-0.65	2.865
I may spend a lot of my free time riding on random elevators hoping for a chance encounter with Bill Murray...	1	positive	1	0	0	1	1	5	-0.9650000000000001	2.8190000000000004	0	0.45310163497924805	0	-0.240234375	neutral	0	0	0	-1	-1.8779999999999997	positive	0	0	4.517999999999999	0	0	2	0.862	-0.046	0.316	1.212	-0.594	1.592
WVU goes for it on every 4th down. Is our kicker worst than Cundiff?	0	negative	0	1	2	0	0	0	-4.999	0.6769999999999999	-3	0.1374220997095108	0	-0.26171875	negative	0	0	0	-3	-2.666	negative	0	0	0.627	0	0	1	0.329	-0.119	-0.125	0.454	-0.061	0.313
@Rhayne_Mac1 was it Becky? cause she told me about it.. i\u2019ll figure it out tomorrow..	0	neutral	0	0	0	0	1	0	-3.6829999999999994	0.253	0	0.00974273681640625	0	-0.041446685791015625	neutral	0	0	0	-1	-1.993	neutral	0	0	0.7140000000000001	0	0	1	0.369	0	-0.019	0.637	-0.312	0.987
Axl Rose needs to just give up. Now. Not later\u002c not soon\u002c not tomorrow. NOW!	0	positive	1	0	0	0	1	0	-3.3430000000000004	6.254	0	0.476318359375	0	-2.0551146326267826	negative	0	0	0	-1	-3.567	negative	0	0	2.6000000000000005	0	0	2	0.249	0	0.023	0.505	-0.252	0.471
Dr. Mohamed Morsi announced as Egypt\u2019s 1st elected President after the glorious 25th of Jan Revolution. Congratulations to Egypt! :)	1	positive	3	0	0	2	1	4	-1.8530000000000002	5.977	0	0.1875	0	-0.0625	neutral	1	1	2	-1	-0.9230000000000002	positive	0	1	9.049	1	1	2	0.211	0	0.038	0.312	-0.131	0.417
Shout out to my boy @JshapMMA who fights tomorrow night on the Las Vegas #rfa card. He\u2019s put in the work so I don\u2019t need to wish him luck.	2	negative	2	0	0	2	2	4	-3.074	2.9800000000000004	0	0.1719363557640463	1	-0.2958412170410156	neutral	0	1	1	-3	-4.804	positive	1	1	4.553000000000001	0	0	3	1.109	-0.031	0.989	1.629	-0.385	1.106
@lore_x3 Dec 16th. I know it\u2019s so far and near the end of Sagittarius but I\u2019m a full blown Sag girl :) lol	0	positive	0	1	1	0	0	3	-3.679	2.296	0	0.13311767578125	0	-0.0947265625	neutral	0	1	1	-1	-2.631	positive	0	0	3.775	0	1	2	1.12	-0.168	0.425	1.674	-0.676	1.481
If you\u2019re on the Isle of Man next Thurs\u002c I\u2019ll be talking about Safe House and signing books at Waterstones from 6.30pm. @WaterstonesIoM	0	positive	1	0	0	1	0	1	-3.0629999999999997	3.3999999999999995	0	0.1046142578125	1	-0.15625	positive	0	0	1	-1	-1.465	neutral	0	0	3.549	1	0	2	0.664	0	0.077	1.096	-0.285	1.207
PBR & @mokbpresents bring you Jim White at the @Do317 Lounge on October 23rd at 7 pm! http://t.co/7x8OfC56	0	positive	1	0	0	0	1	0	-0.357	2.87	0	0.216796875	1	-1.316666603088379E-4	positive	0	1	1	-1	-0.842	neutral	0	0	5.909000000000001	1	0	2	0.165	-0.069	-0.149	0.313	-0.343	0.464
Happy Halloween!! Starting this wicked Wednesday off listening to Pink Floyd and Leonard Cohen. Get to take my boys out tonight! Yay!!	0	positive	1	1	1	2	1	3	-0.756	8.328	-2	0.6079759606927269	1	-0.7255287170410156	positive	0	1	1	-1	-1.4550000000000003	positive	0	0	11.702000000000002	1	1	3	1.096	-0.582	0.908	0.459	0.409	0.812
I wonder what Cortese is thinking after watching that 1st half of total wank? As for Boruc you are a disgrace and a complete TWAT. #saintsfc	0	neutral	1	1	1	1	0	0	-8.508000000000001	2.737	-7	0.797119140625	0	-0.7890625	positive	1	1	0	-1	-3.417	negative	1	1	3.369	0	0	1	1.708	-0.841	0.103	2.098	-1.07	1.506
Sad I won\u2019t get to see @ZachMTV on The Challenge: Battle of the Seasons tonight :( I guess I\u2019ll have to wait until next Wednesday..	1	negative	0	1	3	0	1	0	-3.1010000000000004	2.253	-4	0.05139601322298404	0	-1.0932035446166992	negative	0	3	0	-4	-5.271000000000001	negative	0	2	2.339	0	1	1	0.524	-0.417	-1.089	0.163	-0.478	1.039
Austin Rivers needs to get stronger\u002c #Spurs guards muscling him tonight. He started and just now scored in 4th. #Hornets	0	neutral	1	0	0	1	0	2	-3.045	1.5330000000000001	0	0.4363441476452863	0	-0.00390625	neutral	0	0	0	-1	-2.8810000000000002	negative	0	0	3.3650000000000007	0	0	1	0.46	0	0.059	0.719	-0.351	0.951
July 28th National Milk Chocolate Day. You might say milk chocolate is the star of the chocolate (cont) http://t.co/GEBoG3Gl	0	neutral	2	0	0	0	4	0	-1.133	4.44	0	0.2852783203125	4	-0.125	positive	0	0	4	-1	-0.295	neutral	0	0	9.136999999999999	4	0	1	0.258	0	0.129	0.246	-0.332	0.568
On Sunday November 4th Olympus experts will be on hand at the Currys store in Cambridge.  From 10:30am until... http://t.co/skD7NlOY	0	neutral	1	0	0	0	1	0	-0.359	1.097	0	0.066650390625	0	0.0	neutral	0	0	1	-1	-2.656	neutral	0	0	3.9899999999999998	0	0	1	1.141	0	0.819	1.362	-0.239	1.478
Happy Valentines Day <3... only if you live in Brazil\u002c otherwise its just another irritating Monday.	0	negative	3	1	1	1	1	3	-3.201	3.19	-3	0.8779816627502441	1	-0.4140625	positive	0	1	1	-3	-2.813	positive	1	1	5.89	1	0	2	0.903	-0.454	0.772	1.401	-0.065	0.562
Okay me and @megnicolelewis are about to watch The Woman In Black. This may be a terrible night.	0	negative	1	1	2	0	1	0	-3.2510000000000003	1.819	-3	0.4932861328125	0	-0.5754461884498596	neutral	2	2	0	-4	-2.4370000000000003	negative	1	1	1.81	0	2	1	0.575	-0.964	-0.841	0.709	-1.435	0.355
@Real_Liam_Payne Saturday I buy my ticket for the #TMHTOUR in Belgium! I\u2019m so happy!!!!	0	positive	1	0	0	1	1	3	-1.468	3.7609999999999992	0	0.728515625	1	-0.03125	positive	0	0	1	-1	-1.754	positive	0	0	4.801000000000001	1	0	3	1.195	0	0.967	1.289	0.0	1.329
This goes way too fast :O Its been already a year that I saw Avril Lavigne in concert <3 October 25 2011\u002c one of the best day of my life :D	0	positive	1	0	1	2	0	3	-1.5369999999999997	5.132	0	0.3306427001953125	0	-0.21875	neutral	0	0	0	-1	-3.1480000000000006	positive	0	0	7.744999999999999	0	0	2	1.732	-0.027	1.048	2.147	-0.496	2.438
Heh I just remembered I forgot to watch Jonathan Ross. Guess I\u2019ll watch it tomorrow. I was watching another show and forgot. Schmeh.	1	neutral	1	0	0	0	3	0	-1.296	3.4179999999999997	0	0.8581581115722656	0	-0.328125	negative	0	0	0	-1	-4.528999999999999	neutral	0	0	4.134	1	2	1	0.476	-0.079	-0.159	0.883	-0.596	1.008
Gambled on Chocolate Day as a successful theme day at work..turns out chdn DO like chocolate. Wed. is Gross Day. Hope kids like gross stuff.	1	positive	4	2	2	3	4	9	-5.2379999999999995	4.1579999999999995	-4	1.3813629150390625	4	-0.252349853515625	neutral	0	2	4	-2	-3.128	positive	2	0	7.811999999999999	4	0	3	0.808	-0.513	0.589	1.328	0.447	-0.038
Harry Redknapp is set to hold talks over the Blackburn job on Tuesday as he prepares for a return to management (Mail)	0	neutral	0	0	0	0	1	0	-3.3279999999999994	2.778	0	0.24926960378138574	0	-0.23339472424441254	neutral	1	1	2	-1	-1.338	neutral	0	1	3.4109999999999996	1	0	1	0.791	0	-0.118	1.29	-0.488	1.691
@SupremeJuice_ go to the bell game tomorrow I\u2019ll take you for. A littlle whippa	0	positive	0	0	1	0	1	0	-1.1	1.5460000000000003	0	0.15747171455399211	0	-0.094329833984375	positive	0	0	0	-1	-0.731	neutral	0	0	1.5900000000000003	0	0	3	0.407	0	0.385	0.351	-0.346	0.698
If you fancy joining in our A to Z tour of the World Foods of London\u002c come sample Taiwan on Thursday:... http://t.co/avz5Ylvj	0	neutral	1	0	0	1	1	0	-6.0489999999999995	4.559	0	0.25006771087646484	1	-0.06396484375	neutral	0	0	1	-1	-0.54	positive	0	0	4.875	0	0	1	1.012	0	0.697	1.389	-0.289	1.237
So many choices of gigs this saturday night. The IBB at the Rugby club (which one\u002c there are two up Twmpath?) and... http://t.co/sGKzLaEh	0	neutral	0	0	0	0	0	0	-1.58	1.5950000000000002	0	0.0538330078125	0	-0.0029296875	neutral	0	0	0	-1	-1.008	neutral	0	0	3.331	0	0	1	1.242	0	1.122	1.296	0.023	1.376
@multiplexer How does it compare to Diablo III (regardless of how fair that comparison may be)?	0	positive	1	0	0	1	0	2	-2.996	2.8030000000000004	0	0.0704345703125	0	-0.6069259643554688	neutral	0	0	1	-1	-1.1409999999999998	neutral	0	0	0.6090000000000001	0	0	2	0.478	0	0.154	0.713	-0.45	1.014
\How many continents was The Challenge filmed on?\ \21?\ okay\u002c what did you fail 2nd grade?	0	negative	0	1	2	0	0	0	-3.3809999999999993	3.865	-3	0.115631103515625	0	-0.3321533203125	neutral	0	1	0	-2	-1.947	negative	0	1	0.739	0	1	1	0.299	-0.875	-0.835	0.257	-0.874	-0.299
@TimOcchipinti Were going to be at Boys and Girls Club to clean tomorrow at 10am. They told us to bring boots and gloves. All are welcome.	0	positive	2	0	0	2	1	4	-3.007	4.396	0	0.6545105491532013	1	-0.21875	positive	0	0	1	-1	-2.29	positive	0	0	3.197	1	0	2	0.639	0	0.268	0.778	-0.491	1.271
Last hectic day in office b4 3 weeks in ASIA. 1st to IFEAT in Singapore. Then Taiwan\u002c HK\u002c CHINA.Then 3 wks of jet lag!Gets to me every time!	0	negative	0	1	1	0	1	0	-1.495	1.6000000000000003	0	0.15743887424468994	0	-0.0048828125	negative	0	0	0	-2	-3.823000000000001	neutral	0	0	4.753000000000001	0	0	2	0.266	-0.287	0.138	0.404	-0.263	-0.364
David Letterman had an interesting show on Monday. He is located in New York City. Because of the hurricane he... http://t.co/Rt5ORbLK	0	positive	1	0	0	1	0	2	-1.6239999999999999	3.2950000000000004	0	0.5914344787597656	0	-0.125	neutral	0	1	1	-1	-1.943	positive	0	0	4.679	1	1	2	0.19	-0.046	-0.089	0.455	-0.347	0.402
Anonymous asked: Just realized while watchin fri-end that the youtube account that uploaded the video is... http://t.co/ljUqkCaG	0	neutral	1	0	0	0	0	0	-2.9240000000000004	3.0869999999999997	0	0.2977752685546875	0	-0.4375	neutral	0	1	0	-1	-0.934	neutral	0	0	1.782	1	0	1	0.458	0	0.121	0.77	-0.172	0.653
November: my birthday month\u002c election day\u002c a weekend in San Fran with @AdamRGarcia\u002c Naples for Thanksgiving\u002c lots of friends & family. YES.	1	neutral	2	0	0	0	1	1	-0.681	4.604	0	0.5625	1	-0.0625	positive	0	0	1	-1	-0.776	positive	0	0	7.393000000000001	0	0	1	2.044	0	1.854	2.004	-0.237	2.509
@JustSidi yes\u002c i got an email reminder from nikon about this saturday event. if no go back\u002c then we will join the photo exhibition launch.	0	neutral	1	0	0	0	1	1	-1.9450000000000003	5.857	-1	0.03002935463155154	0	-0.3046875	positive	0	0	2	-1	-2.082	neutral	0	0	5.726	0	0	1	1.893	0	1.238	2.233	-0.611	2.813
I\u2019ve been on TV a few times now. Still waiting for the call from ITV about Dancing On Ice though. Starting to think I may be TOO famous.	0	neutral	1	0	1	1	0	0	-4.709	2.707	0	0.822021484375	0	-0.38815737049935706	negative	0	0	1	-1	-3.634	negative	0	0	3.963	0	0	1	1.212	0	0.492	1.848	-0.606	1.902
Slap Shot: Nash\u002c Back From Injury\u002c Skates for Davos: Rick Nash of the New York Rangers returned to action in Switzerland on Tuesday.	2	neutral	1	2	2	0	0	0	-3.0010000000000003	3.8460000000000005	-2	0.5271911602467299	0	-0.40789794921875	neutral	2	3	1	-1	-2.7	neutral	0	3	5.101000000000001	0	2	1	1.031	-0.057	0.847	0.71	-0.384	1.734
\Eleanor was just a fan when she met Louis\ it\u2019s funny bc she probaly wasnt a fan like she may have known who they were but she wasn\u2019t a fan	0	positive	3	1	0	1	0	15	-13.174	6.133000000000001	0	0.887939453125	0	-0.5150785446166992	neutral	0	0	0	-1	-5.9780000000000015	neutral	0	0	1.7530000000000001	0	0	2	1.619	0	1.726	1.512	-0.706	2.324
Nikon prostaff\u002c can\u2019t wait to get it on and shoot tomorrow! http://t.co/9z3DQMHu	0	positive	0	0	0	0	2	0	-0.656	1.7429999999999999	-1	0.044986725770286284	0	-0.25000137090682983	neutral	0	2	0	-1	-0.511	positive	0	1	2.274	0	1	2	0.306	-0.118	-0.093	0.38	-0.284	0.431
@AP I hope they make sure to take care of Eli Manning\u002c Giants Vs Pittsburgh on Sunday #NFL	1	positive	3	0	0	0	1	4	-5.247000000000001	1.7309999999999999	0	0.7543115303943286	1	-0.03125	positive	0	0	1	-1	-1.99	positive	0	0	1.8210000000000002	1	0	3	1.445	-0.027	1.097	2.227	-0.23	1.239
@jenscibs they canceled the Frankie date that was supposed to be tomorrow.  So now everyone is going to the rescheduled show in South Bend.	0	neutral	0	0	1	0	1	0	-2.42	1.948	0	0.14172744750976562	0	-0.224365234375	negative	0	0	0	-1	-5.7010000000000005	negative	0	0	3.839	1	0	1	0.339	-0.071	0.455	0.35	-0.5	0.477
I\u2019ve got 2 tickets to see Leonard Cohen in Rosemont\u002c IL on November 23 that I can\u2019t use. Anyone interested? Face value is about $300.	0	positive	2	0	0	0	0	2	-4.31	3.0039999999999996	0	0.41433775424957275	0	-0.2861366271972656	neutral	1	0	1	-1	-2.4349999999999996	neutral	1	0	3.0780000000000003	0	0	2	0.664	0	0.044	0.967	-0.158	1.139
@DAIVDHARVEY Also mancs going on about it was there youth/2nd team last night?Thought they put out a decent side seeing they have AFC on Sat	0	neutral	1	0	0	1	0	0	-3.776	1.0479999999999998	0	0.40035879611968994	0	-0.47070980072021484	neutral	0	0	1	-1	-2.703	neutral	0	0	2.1260000000000003	1	0	1	0.666	-0.109	0.056	1.053	-0.636	1.218
@MittRomney come on Romney I may not be able to vote from Britain but I COMPLETLEY support you !!! Good Luck !	3	positive	4	0	0	3	3	8	-6.749999999999999	5.944999999999999	0	1.2161342520266771	3	-0.6875	positive	1	1	3	-1	-3.4090000000000003	positive	0	1	2.0140000000000002	2	0	4	1.779	0	0.689	2.828	-1.092	2.946
WWE #raw should be interesting next week. The Road Dogg returned to WWE at the Royal Rumble and Shawn Michaels is going to be on Raw Monday	0	positive	1	0	0	1	0	2	-2.692	2.8720000000000003	0	0.414306640625	0	-1.107574462890625	neutral	0	0	1	-1	-1.3319999999999999	positive	0	0	5.864999999999999	0	0	2	0.527	-0.58	-0.897	0.775	-0.296	0.399
I\u2019m far too stressed about finishing this essay for tomorrow\u002c so I shall minimise it and play Temple Run. #ProblemSolved	0	negative	0	0	1	0	0	0	-1.6050000000000004	1.768	-2	0.4103683083674241	0	-0.46875	neutral	0	0	0	-2	-5.242999999999999	neutral	0	0	3.105	0	0	1	0.953	0	0.044	1.487	-0.489	1.916
did all my homework that\u2019s due in for later this week instead of the homework that\u2019s due for monday and tuesday\u002c twat	0	neutral	0	0	0	0	0	0	-2.56	1.075	-5	0.4453125	0	-0.0625	negative	0	0	0	-1	-5.497999999999999	negative	0	0	4.502	0	2	1	0.657	-0.648	-0.948	1.22	-0.395	0.149
Saturday Night Live Jeopardy skits with Will Ferrell >	0	neutral	2	1	1	0	1	0	-0.745	2.128	-2	0.03642892837524414	0	-0.2529296875	neutral	0	1	0	-1	-0.5660000000000001	neutral	0	0	5.106	0	1	1	1.195	-0.024	0.84	1.54	-0.515	1.645
\Kendrick Perkins led the league for the 4th year in a row in SPM (Scowls per minute)\ literally laughed out loud	0	positive	0	1	0	1	0	1	-1.41	3.071	0	0.001953125	0	-0.16254043579101562	neutral	0	1	1	-1	-1.412	positive	0	1	2.3499999999999996	0	0	2	0.354	0	0.0	0.474	0.0	0.588
