content	timeStamp	tweetId	userId	topic	swn3_negative_words	sentiStrength_pos	afinn_positive_words	afinn_positiveness	swn3_neutral_words	afinn_negative_words	afinn_negativeness	label	lex_positive_words	swn3_negativeness	swn3_positive_words	swn3_positiveness	lex_negative_words	supervised_polarity	sentiStrength_neg	emo_joy	emo_anticipation	emo_fear	emo_trust	emo_sadness	emo_anger	emo_surprise	emo_disgust	sentiStrength_neu
Anyone seen this? If your brand needs to track #SEO keyword landing through to a conversion, well #Google just capped â€¦http://t.co/g4coBopL	2011-10-19 05:16:20	126527077905207000	noUser	google	4	2	0	0	2	0	0	neutral	2	-0.232421875	5	0.6779863853	0	neutral	-1	0	1	0	0	0	0	0	0	positive
RT @whymicrosoft: Googleâ€™s Ad revenue for Q3 was 96% of total revenue. So, are #Google customers the commodity being sold to advertisers???	2011-10-19 05:15:49	126526945008689000	noUser	google	1	1	0	0	7	0	0	neutral	0	-0.0625	3	0.625	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
Ice Cream Sandwich arrives http://t.co/Z4j7WhmS #google #icecream #android #samsung	2011-10-19 05:15:26	126526850452300000	noUser	google	1	1	0	0	4	0	0	neutral	0	-0.0625	1	0.03515625	0	neutral	-1	1	1	0	0	0	0	1	0	neutral
it's in the curve baby http://t.co/ORDg1z2F #google #nexus #android #samsung	2011-10-19 05:15:23	126526838251065000	noUser	google	2	2	0	0	5	0	0	neutral	0	-0.1484375	0	0	0	neutral	-1	1	0	0	0	0	0	0	0	positive
Is Google planning to launch its own iTunes rival? - The Times of India http://t.co/1x73o5Yz #google	2011-10-19 05:15:12	126526793380409000	noUser	google	2	1	0	0	4	0	0	neutral	0	-0.125	2	0.375	1	neutral	-1	0	2	0	1	0	0	0	0	neutral
#Android #Google We saw Ice Cream Sandwich on a Phone, but What About a Tablet? http://t.co/6McjpONv #DhilipSiva	2011-10-19 05:15:10	126526782001263000	noUser	google	4	1	0	0	5	0	0	neutral	0	-0.34375	4	0.099609375	0	neutral	-1	1	1	0	0	0	0	1	0	neutral
RT @businessuplift: Why #facebook and #google have got it wrong http://t.co/PDbF7H3f	2011-10-19 05:14:38	126526648928580000	noUser	google	3	1	0	0	2	1	-2	negative	0	-0.6767606735	0	0	1	neutral	-2	0	0	0	0	0	0	0	0	negative
#SEO tip:in multilang sites create folders for each lang.submit the urls in #google #webmaster tools+Use GeographicTarget	2011-10-19 05:14:25	126526594973053000	noUser	google	1	1	0	0	3	0	0	neutral	0	-0.0625	1	0.1875	0	neutral	-1	1	0	0	0	0	0	0	0	neutral
Going in with #mikedunn one of the #chosenfewdjs all in with #chicago #housemusic! Might want to #google him!	2011-10-19 05:13:52	126526457974489000	noUser	google	4	2	1	1	3	0	0	neutral	2	-0.6264648438	2	0.3481445313	0	neutral	-1	0	0	0	0	0	0	0	0	positive
#Google releases 50 new features for presentations inÂ #GoogleDocs http://t.co/0x6crRao	2011-10-19 05:13:32	126526371785753000	noUser	google	1	1	0	0	1	0	0	neutral	0	-0.0625	1	0.0758056641	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
#RIM should really take an in debt look at #Google's strategy... They released the #NDK for #Icecreamsandwich 3 HOURS after release. #ics	2011-10-19 05:12:56	126526219587039000	noUser	google	3	1	0	0	6	1	-2	positive	0	-0.4375	5	0.7811627388	0	neutral	-1	0	0	0	0	1	0	0	0	neutral
Ballmer: 70% Of The Time, #Google &amp; #Bing Are The Same, So Try Bing!: http://t.co/rA5PgOsD	2011-10-19 05:11:33	126525872915227000	noUser	google	2	2	0	0	3	0	0	neutral	0	-0.06640625	2	0.1821289063	1	neutral	-1	0	1	0	0	0	0	0	0	positive
Recap: Google will host G-South Africa in JHB on 3rd and 4th November. http://t.co/A88ZBr2O #google	2011-10-19 05:10:59	126525730526999000	noUser	google	3	1	0	0	6	0	0	neutral	1	-0.1252441406	2	0.03515625	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
Believe it or not #political process is changing across all countries. Thanks to new social media #Facebook , #twitter, #google+	2011-10-19 05:10:13	126525539442893000	noUser	google	4	2	1	2	6	0	0	neutral	0	-0.6901855469	4	0.9351806641	0	positive	-1	0	0	0	0	0	0	0	0	positive
#Google #Ice Cream Sandwich (#Android 4.0): a #hands_on #screenshot #gallery http://t.co/61bZRSWI via @engadget	2011-10-19 05:10:06	126525506018492000	noUser	google	2	1	0	0	6	0	0	neutral	0	-0.125	1	0.03515625	0	neutral	-1	1	1	0	0	0	0	1	0	neutral
Logitech Revue Companion Box with Google TV and Keyboard Controller by #Logitech #Google #TVBox via #amazon http://t.co/NkPjGP3W	2011-10-19 05:10:02	126525491954987000	noUser	google	3	3	0	0	5	0	0	neutral	0	-0.375	2	0.0859375	0	neutral	-1	1	0	0	1	0	0	0	0	positive
#Google #Ice Cream Sandwich (#Android 4.0): a #hands_on #screenshot #gallery http://t.co/E8dCQo7s	2011-10-19 05:09:58	126525475723022000	noUser	google	2	1	0	0	6	0	0	neutral	0	-0.125	1	0.03515625	0	neutral	-1	1	1	0	0	0	0	1	0	neutral
RT @vattam: Man! I've fallen in love with Galaxy Nexus! #google #samsung #galaxynexus #android	2011-10-19 05:09:57	126525469897146000	noUser	google	3	3	1	3	4	1	-2	positive	1	-0.15625	2	0.3532714844	0	positive	-1	1	0	0	0	0	0	0	0	positive
#Google announces NFC-based #Android Beam for sharing between phones	2011-10-19 05:09:56	126525465715425000	noUser	google	2	1	0	0	2	0	0	neutral	0	-0.203125	1	0.0776367188	0	neutral	-1	1	0	0	0	0	0	0	0	neutral
When in doubt... #Google it!!!	2011-10-19 05:09:33	126525368860541000	noUser	google	1	2	0	0	2	1	-1	positive	0	-0.0625	1	0.28125	1	neutral	-2	0	0	1	1	1	0	0	0	negative
If you need to modify your payment details that are on your phone for the Android Market, go here: http://t.co/z4gS3PxC #Google	2011-10-19 05:08:55	126525210483638000	noUser	google	4	1	0	0	6	0	0	neutral	0	-0.396484375	2	0.0319824796	0	neutral	-1	0	0	0	0	0	0	1	0	neutral
[GReader Share] Five Reasons Why Google is Winning the War in Photosharing  http://t.co/coQCLb9R - #photography #fotografia #google+	2011-10-19 05:08:46	126525172969767000	noUser	google	3	1	2	5	4	1	-2	positive	0	-0.140625	2	0.28125	1	neutral	-3	2	2	1	2	1	0	1	1	negative
#SEO #backlinks #google #index Free Tool http://t.co/1tTp1axq	2011-10-19 05:08:45	126525169756946000	noUser	google	2	1	1	1	1	0	0	neutral	1	-0.126953125	1	0.0397715569	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
Samsung Galaxy Nexus, Google Android 4.0 Live Blog : http://t.co/wwSYXAbn #android #google #mobile #news	2011-10-19 05:08:12	126525031135195000	noUser	google	2	1	0	0	6	0	0	neutral	1	-0.125	3	0.0920929909	0	neutral	-1	0	1	0	0	0	0	0	0	neutral
#Android #Google Ice Cream Sandwich Feature Closer Look - Resizable Widgets, Folders, Multitasking, And... http://t.co/CQCaWORD #DhilipSiva	2011-10-19 05:08:07	126525007525462000	noUser	google	1	1	0	0	4	0	0	neutral	0	-0.0625	3	0.1908874512	0	neutral	-1	1	1	0	0	0	0	1	0	neutral
Google encrypting search for signed-in users http://t.co/R2xDFqRs #encryption #google #search #secure	2011-10-19 05:07:38	126524889296413000	noUser	google	2	2	1	2	3	0	0	neutral	1	-0.125	1	0.0645751953	0	neutral	-1	0	0	0	0	0	0	0	0	positive
#google Unwrapping Ice Cream Sandwich on the Galaxy Nexus http://t.co/UsqWKjSJ http://t.co/qnICyo0n #webtech	2011-10-19 05:07:28	126524843339432000	noUser	google	1	1	0	0	4	0	0	neutral	0	-0.0625	2	0.06640625	0	neutral	-1	1	1	0	0	0	0	1	0	neutral
I would also like ice Cream Sandwich on my phone #google #android http://t.co/4iAbnQeY http://t.co/rn0Nc9iR #webtech	2011-10-19 05:07:27	126524841544258000	noUser	google	3	2	1	2	4	0	0	neutral	1	-0.25	3	0.2465820313	0	neutral	-1	1	1	0	0	0	0	1	0	positive
is mulling #google + but hmmm, just aint shore bout nuther social media profile. http://t.co/tm2pK3lR #webtech	2011-10-19 05:07:27	126524840126583000	noUser	google	3	2	0	0	2	0	0	negative	1	-0.095703125	2	0.1765136719	0	neutral	-1	0	0	0	0	0	1	0	0	positive
#Google #Android #IceCreamSandwich features - http://t.co/qXFdDrt4. #ICS	2011-10-19 05:07:13	126524784120037000	noUser	google	1	1	0	0	1	0	0	neutral	0	-0.0625	0	0	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
On Google+ then go here http://t.co/RCSwZlxK #GPlus #Googleplus #Google #teamfollowback #socialnetwork	2011-10-19 05:07:09	126524764071264000	noUser	google	2	1	0	0	1	0	0	neutral	0	-0.125	3	0.0554199796	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
#ICS&quot; putting people at the heart&quot;? You have GOT to be joking #Google. Now even copying slogans? Ah I get it, THOSE are not patented ;)	2011-10-19 05:06:41	126524648874717000	noUser	google	6	3	0	0	6	0	0	neutral	1	-0.9721097946	4	0.8994636545	0	neutral	-1	0	0	0	0	0	0	0	0	positive
RT @Assim99: Dear #Google, I want the Galaxy Nexus NOW. Please send it to me by email or something - I know you have the technology	2011-10-19 05:05:18	126524301259194000	noUser	google	7	2	3	4	7	0	0	positive	3	-0.7548246384	4	0.666809082	0	neutral	-1	0	0	0	0	0	0	0	0	positive
#Google and #Samsung unveil #Galaxy #Nexus, #Android 4 at event: http://t.co/oTqfW9XQ | #CTIA #Hong #Kong #conference #environments	2011-10-19 05:05:04	126524242635403000	noUser	google	1	1	0	0	8	0	0	neutral	0	-0.0625	0	0	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
New Solar plant seen on I-15 on the way to Vegas, invested in by Google.  http://t.co/Pzw8OVnm RT #eco #google #solar #greenpower	2011-10-19 05:05:01	126524229997953000	noUser	google	3	1	0	0	3	0	0	neutral	0	-0.375	5	0.1407470703	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
#SEO Tip:Meta nofollowed or robots.txt blocked pages DO receive pagerank juice when they get links. #google	2011-10-19 05:04:24	126524074179568000	noUser	google	2	1	0	0	2	1	-1	neutral	0	-0.1874656677	4	0.3580970773	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
Android 4.0, Ice Cream Sandwich, how do i know if my carrier and device will be able to update ? th... #Google #androi http://t.co/EHmNMVca	2011-10-19 05:04:18	126524050037146000	noUser	google	4	1	0	0	7	0	0	neutral	2	-0.2265281677	5	0.3075561523	0	neutral	-1	1	1	0	0	0	0	1	0	neutral
What Is Ice Cream Sandwich? - http://t.co/otA4rqi9 #Google	2011-10-19 05:04:07	126524003266474000	noUser	google	1	1	0	0	2	0	0	neutral	0	-0.0625	1	0.03515625	0	neutral	-1	1	1	0	0	0	0	1	0	neutral
RT @/iPadPowerUsers-On Google+ then go here http://t.co/tMGHv24E #GPlus #Googleplus #Google #teamfollowback #socialnetwork	2011-10-19 05:03:17	126523791735144000	noUser	google	2	1	0	0	1	0	0	neutral	0	-0.125	2	0.0241699796	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
RT @MAGGadget: Fight: Galaxy Nexus vs. Droid RAZR vs. iPhone 4S http://t.co/P3qHh63d #Android #iPhone #Google	2011-10-19 05:03:13	126523776195232000	noUser	google	1	1	0	0	3	1	-1	neutral	0	-0.0625	1	0.009765625	1	neutral	-3	0	0	1	0	0	1	0	0	negative
RT @shagorikah: Telegraph reports that the biggest threat to #facebook is its power users have shifted to #twitter or #google+ http://t.co/JHdTYKCV	2011-10-19 05:03:02	126523731710444000	noUser	google	3	1	0	0	3	1	-2	positive	0	-0.3275785446	1	0.0231933594	1	neutral	-3	0	0	1	0	0	1	0	0	negative
RT @ZDNet: #Google steps up its privacy game &amp; launches Search Encryption #GoodToKnow privacy &amp; personal data control http://t.co/t05c34yY	2011-10-19 05:02:19	126523549493113000	noUser	google	3	1	0	0	4	0	0	neutral	0	-0.0767364502	4	0.6787109375	1	neutral	-1	0	0	0	1	0	0	0	0	neutral
Sorry #Apple #Google and #Samsung just made you look bad. #Android is king	2011-10-19 05:02:15	126523530903953000	noUser	google	3	1	0	0	2	2	-4	positive	1	-0.4580535889	4	0.3949890137	2	neutral	-2	0	0	1	0	1	1	0	1	negative
Telegraph reports that the biggest threat to #facebook is its power users have shifted to #twitter or #google+ http://t.co/JHdTYKCV	2011-10-19 05:02:13	126523525598163000	noUser	google	3	1	0	0	3	1	-2	positive	0	-0.3275785446	1	0.0231933594	1	neutral	-3	0	0	1	0	0	1	0	0	negative
@Bravo u should have a cast of  Latina #housewives  WE have some pretty  successful Latina Women in this world #GOOGLE them..	2011-10-19 05:02:12	126523519357030000	noUser	google	7	3	2	4	2	0	0	neutral	2	-0.500371933	2	0.7890625	0	positive	-1	2	2	0	2	0	0	0	0	positive
RT @iPadPowerUsers On Google+ then go here http://t.co/r4bIDq9D #GPlus #Googleplus #Google #teamfollowback #socialnetwork	2011-10-19 05:01:52	126523435772949000	noUser	google	2	1	0	0	1	0	0	neutral	0	-0.125	3	0.0554199796	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
@loribooLIVE like Manny from degrassi (: #google her !	2011-10-19 05:01:48	126523421231301000	noUser	google	1	2	1	2	0	0	0	neutral	1	-0.0625	1	0.1801757813	0	neutral	-1	0	0	0	0	0	0	0	0	positive
And here's the run-down on #Android4.0 aka #IceCreamSandwich http://t.co/f1V3HJAe #google	2011-10-19 05:01:07	126523245649342000	noUser	google	2	1	0	0	1	0	0	neutral	0	-0.5625	1	0.03125	1	neutral	-1	0	0	0	0	0	0	0	0	neutral
Here's what we know about the #GalaxyNexus http://t.co/7bYXbQVY #google #android	2011-10-19 05:00:07	126522997522702000	noUser	google	1	1	0	0	2	0	0	neutral	0	-0.0625	2	0.082824707	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
#Facebook power users 'have gone to #Google+ and #Twitter' - Telegraph http://t.co/vwCiOv1f Who are they? #socialmedia	2011-10-19 05:00:06	126522990585315000	noUser	google	2	1	0	0	4	0	0	positive	0	-0.359375	1	0.0231933594	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
Tips to make #Google always #crawl your #website http://t.co/SVYSckH7	2011-10-19 05:00:03	126522979080339000	noUser	google	2	1	0	0	2	0	0	neutral	0	-0.125	1	0.2421875298	0	neutral	-1	0	0	0	0	0	0	0	1	neutral
Do the Creep #ahh @JokeAholic_P and @AmiraAldewick #google+dates	2011-10-19 05:00:03	126522978971300000	noUser	google	1	2	0	0	1	0	0	neutral	0	-0.1249656677	0	0	0	neutral	-1	0	0	0	0	0	0	0	0	positive
RT @xenophin: #Samsung and #Google's Ice Cream Sandwich event is at 3am UK time.    Waking up to a lot of news then ... #nonUSAtimezonelaunches	2011-10-19 04:59:33	126522853779706000	noUser	google	3	1	0	0	6	0	0	neutral	0	-0.140625	5	0.1730957031	0	neutral	-1	1	2	0	0	0	0	1	0	neutral
Not impressed much with the new Android update. But good signs: a readable font, emphasis on design, and less nerdiness. #google	2011-10-19 04:59:23	126522810821644000	noUser	google	3	2	2	6	6	0	0	positive	1	-0.75	7	1.991396131	1	neutral	-3	1	1	0	1	0	0	1	0	negative
wait.... since when does putting honeycomb and gingerbread together make ice cream sandwich? #google ...	2011-10-19 04:59:21	126522802466599000	noUser	google	2	1	0	0	4	0	0	neutral	0	-0.203125	4	0.3144531548	0	neutral	-1	1	2	0	0	0	0	1	0	neutral
Video: #Google wallet, see the wow effect http://t.co/mcW78VtG	2011-10-19 04:59:00	126522714713371000	noUser	google	2	3	1	4	2	0	0	positive	1	-0.09765625	2	0.126526475	0	neutral	-1	0	0	0	0	0	0	0	0	positive
#Android #Google Samsung Galaxy Nexus Coming Soon To Three UK http://t.co/FQbfdiYE #DhilipSiva	2011-10-19 04:58:49	126522667703599000	noUser	google	2	1	0	0	5	0	0	neutral	0	-0.1875	1	0.0703125	0	neutral	-1	0	1	0	0	0	0	0	0	neutral
#Android #Google Nexus S Getting Ice Cream Sandwich, OS â€œTheoreticallyâ€ Should Work on Any Android... http://t.co/kqBWWiyd #DhilipSiva	2011-10-19 04:58:48	126522664939565000	noUser	google	2	1	0	0	8	0	0	neutral	0	-0.0703125	3	0.0742801058	0	neutral	-1	1	1	0	0	0	0	1	0	neutral
When I'm about to tweet something and I cant remember how to spell I go straight to #Google	2011-10-19 04:58:38	126522621251682000	noUser	google	5	1	1	1	2	0	0	positive	1	-0.1640625	4	0.3635539394	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
@Wilko_LR  &quot;Google to launch iTunes AND Spotify rival? http://t.co/SralgsCiâ€ need to start using #google+	2011-10-19 04:57:51	126522423771267000	noUser	google	3	1	0	0	2	0	0	neutral	0	-0.2714807987	1	0.125	1	neutral	-1	0	2	0	0	0	0	0	0	neutral
Dear #Google, I want the Galaxy Nexus NOW. Please send it to me by email or something - I know you have the technology	2011-10-19 04:57:12	126522262768726000	noUser	google	7	2	3	4	7	0	0	positive	3	-0.7548246384	4	0.666809082	0	neutral	-1	0	0	0	0	0	0	0	0	positive
#Google to stop giving referral data - by moving to #SSL? http://t.co/wTjiX29b	2011-10-19 04:57:03	126522225674301000	noUser	google	3	1	0	0	2	1	-1	neutral	1	-0.3156728745	2	0.21875	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
How to use Google Alerts to... http://t.co/crMAaAGQ #seo #search #google #hack #sem #it #business #web #marketing #online #yes #hot #winning	2011-10-19 04:56:03	126521973672120000	noUser	google	4	2	2	5	4	0	0	neutral	2	-0.1646771431	5	0.6114196777	0	neutral	-2	1	2	1	1	1	1	2	1	negative
Samsung Galaxy Nexus vs. Galaxy S II, Nexus One and Nexus S (macro hands-on) http://t.co/F9l7GnWT #Google #NexusS	2011-10-19 04:55:02	126521718272573000	noUser	google	1	1	0	0	10	0	0	neutral	0	-0.0625	1	0.0043945313	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
Google steps up its privacy game, launches Good To Know http://t.co/zqJU1pth #innovation #google #privacy #technology #internet #web	2011-10-19 04:54:37	126521613259772000	noUser	google	3	2	2	4	3	0	0	positive	2	-0.125579834	7	1.594911756	1	neutral	-1	1	1	0	1	0	0	1	0	positive
RT @iPadPowerUsers On Google+ then go here http://t.co/nCqrwPYb #GPlus #Googleplus #Google #teamfollowbackâ€¦	2011-10-19 04:54:28	126521573330010000	noUser	google	2	1	0	0	1	0	0	neutral	0	-0.125	3	0.0554199796	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
#SEO Tip: #javascript can be a friend +an enemy.Use it wisely to block the content u want #google #bing #yahoo	2011-10-19 04:54:26	126521564979151000	noUser	google	6	1	1	1	3	1	-1	neutral	4	-0.7842562795	4	0.5313720703	1	neutral	-2	2	0	0	2	0	0	0	0	negative
On Google+ then go here http://t.co/XP4apWAH #GPlus #Googleplus #Google #teamfollowback #socialnetwork	2011-10-19 04:54:08	126521489116766000	noUser	google	2	1	0	0	1	0	0	neutral	0	-0.125	3	0.0554199796	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
quick hands on #Galaxy #Nexus by #Samsung #google #android #ICS #4 #icecreamsandwich http://t.co/22cF2m6d	2011-10-19 04:53:43	126521384657617000	noUser	google	2	1	0	0	6	0	0	neutral	0	-0.3125	1	0.03125	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
Very cool #Google browser ''Chrome.	2011-10-19 04:53:42	126521382220739000	noUser	google	3	3	1	1	0	0	0	positive	0	-0.3270263672	1	0.234375	0	neutral	-1	0	0	0	0	0	0	0	0	positive
#GOOGLE #ANDROID 4.0 out ;-) Available with #SAMSUNG nexus!	2011-10-19 04:53:19	126521286053724000	noUser	google	2	2	0	0	3	0	0	positive	0	-0.0648841858	1	0.09375	0	neutral	-1	0	0	0	0	0	0	0	0	positive
#Google #NexusPrime Spec sheet: http://t.co/iuYKWVRQ #Android #Mobile	2011-10-19 04:53:06	126521228524659000	noUser	google	1	1	0	0	3	0	0	neutral	0	-0.0625	1	0.0048828125	0	neutral	-1	0	1	0	0	0	0	0	0	neutral
Why not send a Google card this Christmas? http://t.co/zSfuV48d #xmas #google #squidoo	2011-10-19 04:52:42	126521130197586000	noUser	google	4	1	0	0	3	0	0	neutral	0	-0.8125	2	0.1328125	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
#Google and #Samsung reveal the #NexusPrime running the #IceCreamSandwich...#Mobile #Android	2011-10-19 04:52:36	126521102783619000	noUser	google	1	1	0	0	2	0	0	neutral	0	-0.0625	1	0.0627441406	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
#Google confirms #Nexus S will get #Ice_Cream_Sandwich -- for real this time (#Gingerbread devices, too) http://t.co/4x69YDfE	2011-10-19 04:52:07	126520984122573000	noUser	google	2	1	0	0	4	0	0	neutral	2	-0.125	4	0.028263093	1	neutral	-1	0	1	0	1	0	0	0	0	neutral
#Samsung, #Google Android 4 reveal: Live Event Blog by #engadet http://t.co/DL68lKQU	2011-10-19 04:51:52	126520920352358000	noUser	google	2	1	0	0	5	0	0	neutral	1	-0.3125	1	0.0325226784	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
RT @bleublancrouge_: Surprising !Google's Management Isn't Using #Google+ : http://ow.ly/6QuOk @degusta	2011-10-19 04:51:51	126520914413236000	noUser	google	2	2	0	0	2	0	0	neutral	0	-0.6875	0	0	0	neutral	-1	0	0	0	1	0	0	1	0	positive
#Android #Google Ice Cream Sandwich new features not mentioned during webcast http://t.co/m2UGgiev #DhilipSiva	2011-10-19 04:51:02	126520707969581000	noUser	google	2	1	0	0	3	0	0	neutral	0	-0.6875	2	0.1109619141	0	neutral	-1	1	1	0	0	0	0	1	0	neutral
#Android #Google Ice Cream Sandwich UI enhancements â€“ a new spin on Android http://t.co/DAPpm4av #DhilipSiva	2011-10-19 04:50:59	126520695218913000	noUser	google	2	1	0	0	5	0	0	neutral	0	-0.125	3	0.1422119141	0	neutral	-1	1	1	0	0	0	0	1	0	neutral
Ice Cream Sandwitch comes alive today #android #google	2011-10-19 04:50:39	126520611190219000	noUser	google	1	1	1	1	2	0	0	neutral	0	-0.0625	3	0.361328125	0	neutral	-1	2	2	0	1	0	0	1	0	neutral
#google+ is really confusing..	2011-10-19 04:50:24	126520550876127000	noUser	google	2	1	0	0	0	1	-2	negative	0	-0.375	1	0.390625	1	neutral	-3	0	0	0	0	0	0	0	0	negative
RT @tatn: #Google, #Samsung unveil Ice Cream Sandwich-powered Galaxy Nexus http://t.co/qtiCdIvd via @CNET #Android	2011-10-19 04:50:20	126520531934654000	noUser	google	1	1	0	0	5	0	0	neutral	0	-0.0625	1	0.03515625	0	positive	-1	1	1	0	0	0	0	1	0	neutral
#Google is seriously my muthafuckin' best friend.	2011-10-19 04:50:16	126520518609351000	noUser	google	1	2	1	3	1	0	0	positive	2	-0.0625	2	0.19921875	1	neutral	-1	1	0	0	1	0	0	0	0	positive
#Android #Google Texas Instruments: â€œItâ€™s Not the Number of Cores, Itâ€™s Sophisticationâ€ http://t.co/aXDKhkb0 #DhilipSiva	2011-10-19 04:50:15	126520511483220000	noUser	google	3	1	0	0	2	0	0	neutral	0	-0.6967887878	0	0	0	neutral	-2	0	0	0	0	0	0	0	0	negative
#Android #Google Android Beam finally makes NFC social http://t.co/P9PMpCFl #DhilipSiva	2011-10-19 04:50:14	126520508903719000	noUser	google	2	1	0	0	3	0	0	neutral	0	-0.064453125	1	0.0776367188	0	neutral	-1	2	1	0	1	0	0	1	1	neutral
#Android #Google Texas Instruments confirms Galaxy Nexus has newer OMAP4460 processor http://t.co/sh316tBN #DhilipSiva	2011-10-19 04:50:13	126520504822661000	noUser	google	1	1	0	0	5	0	0	neutral	0	-0.0625	0	0	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
The competition: #Google introduces #Android 4.0 Ice Cream Sandwich and the Galaxy Nexus http://t.co/4vGGHF43	2011-10-19 04:50:12	126520501442056000	noUser	google	1	1	0	0	6	0	0	neutral	0	-0.0625	2	0.06640625	0	neutral	-1	1	2	0	0	0	0	1	0	neutral
